name,2026-05-11,2026-05-12,2026-05-13,2026-05-14,2026-05-15,2026-05-18,2026-05-19,2026-05-20,2026-05-21,2026-05-22,2026-05-26,2026-05-27,2026-05-28,2026-05-29,2026-06-01,2026-06-02,2026-06-04,2026-06-05,2026-06-08,2026-06-09,2026-06-10,2026-06-11,2026-06-12,2026-06-15,2026-06-16,2026-06-17,2026-06-18,2026-06-19,2026-06-22,2026-06-23,2026-06-24,2026-06-25,2026-06-26,2026-06-29,2026-06-30,2026-07-01,2026-07-02,2026-07-03,2026-07-06,2026-07-07,2026-07-08,2026-07-09,2026-07-10,2026-07-13,2026-07-14,2026-07-15,2026-07-16,2026-07-20,2026-07-21,2026-07-22,2026-07-23,2026-07-24,2026-07-27,2026-07-28,2026-07-29,2026-07-30,2026-07-31,2026-08-03,2026-08-04,2026-08-05
셀바스AI_108860,13040_12600_12600_326037,12730_11690_11920_479586,12080_11600_11650_214426,11980_11500_11770_213509,11940_11000_11200_295482,11180_10600_11080_198833,11140_10540_10610_206155,10610_10130_10300_192019,10780_10480_10540_184196,11200_10850_11070_221554,11380_10890_10900_166610,11000_10510_10560_184981,10700_9990_10240_192202,11600_10510_11090_921599,10810_10280_10310_389608,10400_9700_9910_364754,10420_9650_9960_259919,9960_9410_9530_170422,9020_8420_8430_276769,9130_8510_8960_247719,9670_8770_9190_267537,9180_8310_8780_1854583,10110_8740_9780_947517,10620_9910_10410_616818,10590_9980_10050_409555,10200_9910_9950_187066,9990_9320_9430_148874,9440_8770_8900_178609,8940_8420_8470_169556,8500_7830_7860_208767,7950_7560_7690_204679,7940_7440_7480_128451,7520_6950_7040_199149,7880_7000_7850_187299,7950_7550_7550_172764,7870_7490_7780_94306,7760_7330_7330_102632,7490_7030_7490_105415,7490_7070_7290_77139,7450_7060_7130_177101,7220_6770_6860_148659,7040_6650_6880_128194,7310_6900_7180_113685,7300_6610_6630_134562,6690_6270_6550_118406,6960_6670_6800_91824,6780_6440_6480_95896,6420_6150_6230_81280,6400_6100_6310_68526,6700_6440_6500_110572,8240_6890_7730_2451763,7410_6820_6850_335020,8850_7730_8060_3120247,9670_8420_9020_5697448,8940_7430_7970_1701278,8230_7250_7530_867356,8140_7660_8080_881095,10210_8650_9700_4547862,11920_10620_10900_3787600,11430_10600_10940_2039402
제이브이엠_054950,24650_23750_23850_40135,23950_23100_23650_39742,23900_23400_23850_27500,24550_23550_24550_38409,24600_23700_24200_29451,23850_23050_23700_35701,23700_23000_23350_33050,23550_22650_22800_39710,23500_22750_23000_42297,23500_22950_23350_63472,23650_23000_23150_60839,23150_22250_22350_80505,22500_21650_22150_81862,22400_21650_21700_77618,21950_21250_21900_80970,22500_21400_22500_77906,22950_22000_22700_45100,22950_21900_22150_30623,21650_20950_21400_50369,21900_21250_21400_52634,22050_21050_21800_62846,22000_21300_22000_17347,22750_21900_22200_50171,22700_22050_22250_23047,22750_22000_22550_45122,22850_22300_22500_25383,22550_21850_21950_31243,22300_21400_21500_21269,21750_21150_21450_27048,21500_20500_20500_47976,21300_20350_20950_16121,21350_20650_20650_17859,20800_19930_20000_35810,21500_20000_21300_14129,21600_20900_21050_8230,21800_20850_21700_13333,22000_21050_21500_17195,21800_21050_21550_13136,22100_21550_21950_19487,22100_21550_21650_11842,22450_21200_21550_34442,21800_21150_21250_13999,22500_21450_21900_21608,22400_21750_21850_12196,22150_21350_21500_20953,22100_21650_21950_4124,22350_21700_22050_41622,22300_21600_21850_17960,22200_21700_22000_19309,22550_22000_22200_9055,22450_22150_22300_8373,22550_22150_22200_13476,22550_21950_22150_10837,22100_21250_21450_11788,21700_20000_20500_38549,23950_20200_23050_109284,23800_22650_23750_27521,24600_23250_23500_37607,23900_23400_23650_22901,24600_23750_24150_12204
프로티나_468530,51900_48300_51700_90981,53900_49000_51800_70136,53400_49000_49750_66493,51300_48200_51000_52008,51000_47950_48750_63341,47500_42850_44650_79940,46500_41750_44300_98835,43100_40550_41850_66837,43600_41650_41800_62848,48300_42500_46750_89508,49950_45800_46700_56555,46900_43000_44200_108738,46100_41200_42750_64450,42550_38500_39600_103073,39200_35950_37950_132059,37500_35250_36050_113764,38700_35400_37500_56676,40700_36950_37650_127381,34400_31750_32000_75491,38300_31000_34850_167658,34500_30850_32050_84341,33250_29650_33150_61278,35300_33050_34200_72036,34950_32500_34100_85055,36500_33250_36200_69046,38950_34900_38000_66382,37450_34000_34500_61751,33750_30500_31550_65859,34000_30400_32050_60579,32000_28000_28300_57258,30550_27600_29400_48238,30950_28100_29150_42002,29150_25700_26300_61725,31800_26000_31300_70230,31000_28100_28250_52069,30400_27400_29250_40444,29700_27100_27400_33909,27750_25150_26550_46356,26550_24650_25700_30672,26650_24350_24950_39290,24650_22350_23250_62681,24800_22400_23400_44984,27900_25700_26550_170243,26100_22850_23000_87957,22650_20400_22450_55057,26350_23100_26200_76143,27200_23150_24100_67196,23100_21700_21750_36637,21850_20400_21750_36709,22300_21000_21150_26490,22350_20800_22300_28331,22100_20600_20850_25691,21700_20100_20500_42752,20000_18310_18830_40362,19300_15500_16410_88023,17370_15730_15860_43234,18750_16260_18520_51964,22350_18360_21250_74760,24900_20500_23050_73066,26450_22800_26100_72342
한스바이오메드_042520,25400_23650_24000_394326,24300_22450_23600_275705,24300_22450_23000_240164,28750_22900_27900_665846,28800_24300_24900_508910,25200_23350_23900_245234,27700_23550_27050_469608,29150_26300_28950_415825,29500_27050_27050_279733,31200_27900_28800_350890,31400_28600_31000_290167,36300_30300_34800_610128,35900_31750_32900_493166,32300_28600_29100_453570,28950_26950_27400_275683,27150_25300_26300_271590,30050_26850_28400_227874,29900_28000_28450_206840,26650_24100_24200_145886,25950_23700_24100_143695,24600_22900_23600_198326,25950_22800_25750_158358,27600_25100_25400_140977,26900_24050_24200_132277,25150_23550_25050_142917,27900_23850_26750_237517,26700_24100_24300_172045,25850_23600_24500_155600,24800_23200_23800_82422,25450_22000_22000_250658,26300_21350_25050_345281,27450_24950_26350_268590,27500_24300_24550_152021,27000_24550_25450_145089,25100_21950_22600_414487,25050_21950_25000_204609,27400_22800_23100_409884,23600_21550_23050_102846,23300_21100_22300_83887,26100_21900_25550_529851,27200_24400_25450_380714,25950_23400_23900_244013,26300_23700_25100_153567,28800_25350_25650_369161,26400_23500_24650_167346,25800_24250_24900_119738,25350_22650_22900_130510,22500_20100_20350_150497,21650_19210_21300_105609,21750_19930_20600_165174,21450_20150_20900_142635,20750_19050_19700_159606,20550_19000_19100_110660,19300_17910_18670_175326,18740_15940_17310_174040,18390_15300_18040_135948,18830_17250_18600_114457,19270_18010_18720_157624,20400_18450_20250_128524,20650_19760_20100_82816
하림_136480,3210_3140_3140_877949,3145_3030_3095_1827274,3100_3030_3030_700284,3165_3035_3160_905345,3170_3070_3095_820428,3130_3035_3050_559288,3100_3015_3055_567664,3060_2965_2970_783190,3035_2980_2990_747273,3050_2990_3025_367072,3045_2980_2980_774198,3000_2910_2915_827864,2935_2860_2925_732261,2945_2850_2890_609338,2905_2830_2860_810909,2880_2815_2860_534698,2900_2825_2860_526892,2880_2795_2830_614605,2830_2745_2750_871084,2840_2765_2780_391216,2800_2755_2775_556530,3175_2760_2875_7877621,2975_2835_2850_2383056,2900_2845_2880_996136,2910_2835_2870_1006434,2895_2845_2875_604382,2890_2790_2800_600641,2820_2735_2785_920146,2795_2715_2730_658257,2745_2660_2660_869169,2680_2600_2650_601642,2730_2650_2650_529435,2670_2560_2585_497530,2710_2585_2710_343808,2725_2640_2660_379512,2745_2650_2725_399589,2760_2670_2700_327361,2740_2680_2725_300770,2785_2705_2735_406855,2780_2710_2745_417841,2795_2715_2740_512072,2760_2700_2720_402005,2805_2715_2790_498773,2850_2755_2755_571493,2815_2730_2740_700470,2775_2710_2715_458935,2745_2655_2680_524154,2705_2645_2650_312324,2685_2615_2645_288531,2690_2630_2640_294169,2690_2625_2680_260762,2720_2650_2675_357674,2720_2665_2675_204031,2670_2600_2605_432836,2675_2570_2600_543237,2660_2550_2595_324007,2660_2610_2655_369332,2680_2615_2640_259661,2690_2630_2680_350043,2700_2670_2680_358530
골프존홀딩스_121440,4940_4825_4845_70291,4895_4775_4845_97374,4845_4715_4770_48791,4900_4710_4900_71414,4915_4730_4830_102054,4850_4730_4775_58288,4775_4580_4695_147368,4700_4540_4650_57545,4700_4585_4635_84707,4730_4620_4725_54022,4865_4635_4695_57773,4740_4605_4630_64760,4710_4510_4615_55431,4620_4490_4495_34455,4495_4295_4430_52727,4440_4305_4420_46230,4470_4370_4445_35604,4455_4300_4315_41033,4315_4135_4230_125680,4795_4210_4720_179298,4710_4505_4645_78487,4652_4515_4565_21390,4635_4550_4615_39348,4695_4640_4660_66626,4870_4650_4800_120047,4800_4690_4750_37172,4785_4670_4730_63298,4770_4550_4565_69832,4600_4405_4500_47800,4710_4380_4490_210502,4590_4365_4475_51013,4520_4090_4255_132526,4325_4150_4255_125765,5530_5530_5530_118013,6640_6620_6630_4856037,6670_6630_6640_1066499,6670_6630_6630_708582,6660_6630_6640_1666259,6670_6640_6660_524098,6670_6640_6640_435930,6660_6640_6650_529019,6710_6640_6650_483960,6670_6640_6660_126302,6680_6640_6640_464121,6680_6650_6660_518985,6680_6650_6660_317857,6680_6650_6670_186037,6670_6650_6650_517147,6670_6650_6660_626223,6680_6650_6650_482906,6670_6650_6670_188731,6670_6650_6660_106097,6670_6660_6660_171423,6680_6650_6660_382742,6690_6660_6680_1305830,6680_6660_6680_368649,6690_6660_6670_282249,6690_6670_6670_345512,6680_6620_6640_104215,6640_6570_6630_311920
제우스_079370,17280_16190_16200_603333,16630_15000_15510_741002,15580_14950_15050_516750,15120_14400_15100_543240,15530_13810_14140_571007,13900_12770_13650_675189,13780_12890_13140_319435,13280_12550_12750_312754,14140_13020_13540_367976,14300_13560_14130_230686,14610_13630_13720_374091,14100_12650_12700_599676,12900_11860_12380_434797,12600_11810_12050_366126,12350_11400_11720_418770,11680_11020_11200_503368,12320_11260_12020_413213,11990_10990_11010_370271,10980_9770_9880_553431,11000_9970_10730_315418,11270_10320_10570_339206,13000_10290_11550_2073400,12600_11630_12120_686538,12670_11900_12010_413667,12220_11560_11640_228765,11780_11430_11620_231297,11700_11190_11380_197492,11550_10630_11000_368952,11630_10710_11140_265545,11120_10120_10120_295238,10520_9650_9830_283008,10800_9570_9630_361941,9920_9150_9400_414304,10320_9400_10310_309503,11300_10180_10510_474340,10840_10150_10560_232445,10210_9520_9520_276147,9990_9150_9930_212248,10050_9260_9590_178958,9900_9110_9380_317469,9340_8600_8730_412571,9210_8600_8840_292733,10040_8990_9770_294697,10590_9480_9680_354173,9920_8880_9440_273648,10190_9650_10120_197302,9970_9420_9710_176244,9690_8950_9000_219013,9230_8700_9110_256082,9590_9070_9080_201390,9450_9080_9400_134320,9370_8740_8830_131169,9250_8800_8910_152182,8850_7870_7930_285634,8210_6750_7060_531672,7410_6580_6970_381146,8500_7480_8450_431362,8830_8200_8510_141306,8970_8550_8950_225568,9330_8970_9120_168625
삼양엔씨켐_482630,21000_18990_20400_858394,23700_20650_21750_1681743,21250_20000_20700_436680,21500_19110_20850_779169,21350_18710_19100_527338,19540_17570_19200_375356,19280_18150_18830_247380,19590_18020_18960_279592,22700_19680_22300_851092,22800_21450_22350_588269,23150_21700_22300_473234,23050_18840_18990_655129,19200_16420_17030_591193,17500_15100_15760_633950,16040_14810_15100_419237,15160_14100_14800_271427,16410_14920_15710_415886,15240_14200_14470_392362,15000_13010_13180_223424,15470_13380_15330_546422,15650_14040_14530_379360,15570_13800_15450_351565,18620_15600_17400_673834,18390_17080_17450_334841,18700_17480_18070_699026,19450_17650_18890_517217,20300_18410_19000_590674,20200_18100_19420_940602,21600_18690_20550_1296291,20800_18060_18060_638970,20700_18060_19190_676796,20200_17550_17630_412325,17850_16330_17080_341713,17620_16260_17050_328999,18350_16990_17450_311804,18380_16840_17830_342523,17060_15130_15130_337363,15640_14220_15390_258335,15570_14280_14820_219226,15050_13290_13820_242436,13590_12490_12590_255752,13380_12550_13040_201496,14590_13310_14520_163527,15240_13700_13850_172010,14240_12820_13820_192134,14770_14210_14490_155336,13900_13150_13350_144880,13230_12200_12360_117530,12570_11870_12350_110366,13230_12540_12600_183862,13290_12600_13170_117166,13110_11840_11880_194699,12740_12060_12380_110951,12010_10700_10750_186990,11400_9270_9790_411845,10060_9050_9370_181967,12180_10140_12180_388691,12800_11880_12100_102403,12890_11680_12890_291983,13350_12640_12840_123160
오킨스전자_080580,27500_25550_26850_502855,27350_22950_24800_1223491,26200_23600_25300_636884,25200_23500_24300_357099,24850_19970_19970_900969,19980_17350_18950_1769426,21300_17710_20450_948869,21550_19710_20800_611237,22450_20350_21000_688114,23000_20750_22650_584917,24400_22000_22950_1127274,23650_20050_20250_803126,20950_16900_18380_2153817,18750_17110_17940_808026,18250_16900_17390_497547,16880_15810_16610_1019538,19730_16700_18430_830423,18300_16820_17310_387265,16450_15230_15550_587666,18100_16250_17980_464841,18190_16550_17210_448223,19150_16350_18470_470236,19880_18320_18780_461640,20500_18570_19140_435957,19240_17970_18460_384765,19440_18140_18780_248705,18730_17760_18000_221880,18370_16740_17160_368689,18080_16400_17010_244303,17010_15030_15040_433500,15830_14330_14730_228924,15750_13740_14380_207175,14520_13320_13650_188602,15550_13640_15110_304286,15720_14850_15160_204926,16550_14380_16190_392213,15620_13500_13940_261936,15250_12790_14860_213537,15950_13760_14100_140060,14540_13170_13550_124950,13680_12200_12430_155288,12990_11890_12300_207606,14390_12420_14180_379824,15170_13330_13500_210730,13800_12160_13010_215233,14680_13580_14630_122729,14170_12950_13260_129744,13500_12460_12750_122797,13070_12320_12690_100395,13630_12490_12490_93206,12990_12010_12870_154282,12750_11660_11660_128226,12180_11400_11720_123308,11240_9880_10070_202259,10430_8020_8770_338082,9600_8210_8610_204443,10730_9510_10690_256708,11180_10150_10750_75633,11890_10850_11790_167333,13750_12260_13300_301674
이지홀딩스_035810,5520_5280_5290_513176,5330_5030_5150_457896,5190_5040_5050_318168,5270_5060_5220_271756,5280_5110_5160_279976,5190_5000_5070_332646,5310_5040_5280_551856,5350_5180_5270_353559,5430_5290_5370_442506,5450_5210_5250_508710,5310_5090_5250_351239,5270_4970_5000_429205,5010_4740_4835_374227,4930_4670_4700_333226,4700_4465_4560_453126,4545_4390_4505_401306,4565_4400_4405_285060,4435_4265_4410_232265,4355_4145_4210_313814,4430_4175_4360_271212,4385_4205_4300_197528,4350_4200_4280_190435,4500_4305_4420_291553,4530_4420_4450_219301,4945_4430_4785_1165381,4795_4615_4620_229111,4715_4475_4530_267042,4530_4330_4450_295247,4500_4355_4450_146139,4445_4220_4225_196644,4290_4175_4250_210016,4300_4165_4175_207317,4150_3890_3980_352232,4255_3985_4255_264402,4300_4165_4195_165063,4270_4195_4250_121521,4360_4200_4255_187489,4350_4170_4325_235005,4340_4210_4275_210840,4370_4220_4340_159766,4370_4240_4275_190395,4290_4125_4190_173320,4455_4200_4400_253893,4485_4345_4380_162097,4455_4305_4425_240145,4530_4425_4480_246278,4510_4390_4430_123412,4460_4320_4350_242557,4385_4275_4355_163852,4420_4310_4335_155648,4435_4320_4420_171153,4485_4350_4370_247157,4440_4345_4375_119472,4320_4120_4160_239710,4285_3985_4055_365006,4150_3785_4035_254654,4135_4030_4135_253812,4240_4060_4160_217168,4275_4160_4270_132121,4340_4265_4330_109854
HLB생명과학_067630,4040_3850_3880_494583,3950_3740_3870_517670,3945_3720_3750_465502,3730_3605_3715_458354,3790_3600_3650_361740,3615_3335_3480_551264,3570_3340_3400_273955,3400_3235_3330_352790,3460_3190_3195_460735,3585_3210_3430_434867,3620_3500_3520_354948,3530_3355_3380_261996,3410_3235_3370_256358,3390_3205_3280_392355,3450_3145_3330_386793,3330_3080_3155_309695,3325_3100_3205_228639,3205_3075_3170_250800,3125_2960_2975_310303,3180_2975_3105_242540,3165_3010_3090_127865,3085_2740_2990_353922,3150_3000_3060_135672,3165_3060_3080_143228,3835_2975_3305_891692,3585_3205_3495_370908,3670_3340_3360_252141,3335_3145_3275_206812,3350_3195_3330_129387,3480_3125_3125_229068,3260_3100_3190_145062,3260_3100_3110_130320,3140_2970_2995_235783,3230_3005_3230_261068,3280_3150_3270_155012,3300_3150_3225_137041,3185_3000_3045_169767,3200_2985_3110_134234,3225_3060_3125_123478,3190_3055_3145_147147,3165_3035_3065_127801,3355_3040_3180_261975,2230_2230_2230_342198,1990_1640_1640_3170171,1826_1608_1791_1165959,2325_1969_2325_1109621,2800_2290_2380_3296582,2300_2040_2105_622783,2480_2005_2045_542429,2060_1912_1967_446847,2070_1968_2045_310853,2610_2090_2205_2155124,2240_2105_2200_233950,2250_2030_2035_206440,2090_1895_2020_308578,2025_1911_1925_250148,2040_1903_2020_249552,2115_1990_2055_172742,2215_2055_2170_334815,2305_2160_2290_386583
한국알콜_017890,13530_13080_13140_120134,13170_12590_12700_211475,12980_12540_12660_45562,13500_12380_12940_89961,13200_12730_12840_119203,12850_12180_12190_70989,12360_11980_12010_126276,12130_11500_11610_54484,12200_11780_11980_33336,12380_11970_12300_33963,12750_12190_12190_46742,12480_11730_11820_56345,12340_11610_12270_114584,12370_11850_12000_77367,12170_11800_12000_108230,12000_11240_11310_97476,11790_11150_11560_54090,11560_11160_11190_39713,11190_10730_10800_68822,11500_10800_11240_61819,12500_11100_12400_203617,12600_11370_11570_153799,12200_11570_11970_116818,12160_11920_12050_60898,12390_11900_12300_37971,12600_12300_12310_44394,12690_12250_12300_42040,12490_11840_11920_38855,12000_11650_11750_18618,11760_11210_11210_101950,11490_11030_11240_28779,11510_11010_11060_47958,11220_10950_11110_60288,11940_11000_11890_59666,11980_11510_11540_25260,12170_11540_11980_59198,13160_11860_12930_192521,13700_12800_13670_206938,13750_12590_12850_79914,13050_12400_12560_36169,12720_12100_12570_55289,13140_12590_12970_86700,13450_12900_13400_65970,14170_13100_14040_236751,14500_13880_13890_193296,14550_13920_14440_182281,14500_13440_13520_90770,13600_12890_13020_57799,13290_12800_13170_36513,13900_13100_13160_78933,13600_13170_13580_56848,13980_13480_13600_54152,14130_13630_13670_69687,13670_13000_13120_81594,13520_12100_12470_77193,13300_12410_12990_51496,13480_13040_13480_73894,13570_13040_13210_39483,13350_13040_13100_34848,13540_13170_13480_48004
SAMG엔터_419530,36450_34500_35200_85199,36600_33800_36350_87528,38700_36000_38300_75741,41550_39050_39500_168007,41800_38150_38900_166941,32600_28000_28650_584793,28450_25700_26600_211972,26450_24800_25100_94341,25650_23800_24350_216458,26750_24650_25700_147881,28700_26000_27800_333221,27250_25700_25900_114200,26650_24100_25350_68227,27300_23100_24150_101984,24100_22450_23000_98496,22950_21500_22700_62111,24950_22500_24100_79619,26150_23800_25100_128965,24600_23000_23400_93088,25500_23600_25100_63020,25000_23775_24300_59091,26400_23400_26000_64947,26650_25100_25800_71059,26350_25100_25200_80711,28400_24950_27700_144931,31500_27700_30200_220563,30050_27800_28350_97868,28700_25800_26050_278662,26600_25050_25400_61656,25650_23300_23850_75767,23650_21850_22600_139274,22750_20650_21000_252514,21800_20000_20500_160528,23200_20200_23100_131536,25150_22750_24450_99072,26450_23500_25650_91892,26700_24950_25100_79870,25350_23600_24800_41443,25000_22900_24600_69591,25700_23750_24600_50456,25400_23950_24600_61009,27150_24300_26200_101292,29300_26150_27900_99344,29050_27000_27650_60869,27600_25700_26600_51251,28600_26350_27800_72441,28750_27100_27600_28190,27800_26500_26700_26407,29450_26800_28650_100772,31750_28700_29650_144560,32900_29800_32300_141464,33250_31200_32200_91078,32200_27250_27750_141600,27450_25600_26100_74646,27550_23900_24750_121282,25850_23950_24500_60529,27200_24550_27200_68486,28100_26200_26550_59965,29650_26150_28200_120979,29500_26400_27250_229728
한텍_098070,44100_40750_40800_112815,41450_37750_38550_148489,40500_37450_37750_106981,38000_35950_36750_67390,39050_36000_36250_97586,36400_33200_35800_86024,36200_34800_35150_57822,35200_33500_34850_67128,36850_35100_35650_75190,38200_35900_36950_77016,37500_35350_36900_53955,37100_34850_35150_79973,35150_32200_34200_203967,36500_33000_36400_217865,36650_34500_34850_104664,34500_32200_33650_79927,37300_33650_36800_112788,36250_33600_33800_50337,32450_30800_31250_49402,33000_31300_31500_86853,31500_30150_30900_53109,30550_28700_30200_56232,32150_30600_31750_51096,34700_32400_32500_162305,34850_32500_33650_71570,34650_33150_33700_41992,34750_32450_32500_42484,32250_29600_30300_62583,31650_29350_30000_72836,30100_27400_27400_82178,27650_26200_26900_56532,27950_25250_26050_45136,26050_23800_24500_58769,26850_24550_26700_35088,27100_25550_25650_32378,28350_25600_28350_42201,28050_26450_26600_38833,27400_24950_26000_31945,26750_24600_25150_49940,25300_23250_24000_65742,23950_22250_22750_74573,23350_21850_22150_32876,24600_22600_24250_34490,26300_24000_24100_46553,24300_22350_23050_33165,24500_23550_24200_21558,24200_23150_23750_28198,23650_22350_22500_36713,23300_22100_22650_29416,25400_23300_24350_78826,28000_24150_27750_105132,27750_26000_26250_75892,26950_25700_26250_48335,25600_23400_23950_42525,25200_21200_21900_91415,23100_20800_21250_61649,23750_21600_23500_64777,24550_22700_24000_37190,26150_23950_24850_164871,25500_24800_25000_63809
위메이드맥스_101730,5160_5000_5000_118872,5090_4820_4850_162921,5030_4815_4815_98683,4870_4770_4800_106454,4860_4600_4700_122697,4665_4410_4450_105210,4590_4385_4465_77058,4465_4230_4290_77308,4490_4250_4285_82234,4580_4325_4505_73244,4705_4385_4430_82127,4470_4260_4280_84035,4360_4095_4235_77938,4255_4090_4130_98005,4145_3900_3955_155625,4090_3655_3935_170275,3985_3710_3920_68268,3915_3620_3665_60868,3550_3310_3345_106421,3545_3285_3405_118976,3475_3265_3290_106842,3435_3180_3365_194319,3575_3385_3390_89665,3550_3415_3500_72138,4120_3555_3555_361133,3625_3465_3550_84633,3595_3405_3405_88503,3480_3190_3205_85933,3285_3045_3135_62334,3155_2910_2965_84172,2995_2820_2880_63831,2935_2775_2810_66154,2795_2600_2665_110211,3085_2615_3075_135350,3395_3010_3290_161967,4275_4275_4275_33624,5550_4245_4700_4141186,4280_3455_3670_1092535,4595_4000_4420_2962366,5120_4250_4995_3271827,4950_4335_4665_792502,5000_4500_4945_1253429,5690_4680_5290_924546,5490_4900_5180_901381,5300_4805_5220_721919,5110_4965_5050_303974,4845_4230_4345_359293,4055_3750_3780_274291,3970_3510_3855_604138,3835_3650_3665_275746,3845_3580_3790_309188,3835_3600_3645_154846,3815_3625_3665_127851,3605_3290_3395_147636,3470_2985_3100_222642,3245_2830_3005_176076,3400_3030_3320_223875,3445_3190_3275_136520,3500_3285_3430_170679,3550_3305_3315_146730
인투셀_287840,34450_31250_33550_98274,35650_32150_33800_99604,34950_32150_32700_81633,33500_31450_33300_58213,33100_31000_31900_105319,31150_28000_30750_99018,31850_29100_30400_70870,30300_28700_29550_46070,31150_29100_29400_45330,32400_29500_31450_60323,33450_31000_31550_53800,32350_29600_30700_61628,30100_28000_29450_91283,29700_26000_27150_165632,26950_25100_26550_145722,28200_25150_26800_98328,27800_25450_26400_45850,26400_24050_25250_64196,23250_21900_22100_77424,25500_21950_24200_101699,24450_22750_23700_49960,24000_22350_23850_34236,24800_22300_22350_115273,24900_22500_24900_126519,26950_23850_24850_148233,27450_23900_26750_88214,26750_24800_25000_58292,24950_22700_23850_67371,23950_22500_23300_31287,24100_21200_21900_86171,24400_21250_24250_52936,24600_22000_22100_58324,22050_20200_21050_59213,25400_20900_25100_101007,24950_23150_23800_37317,24450_22750_23850_31417,24900_22850_23200_35371,23550_21600_22000_49178,23000_20800_23000_44876,25300_23500_24300_81036,24100_22000_22750_66851,23750_21600_21900_44729,24250_21650_23100_55571,25000_22450_22450_42320,22800_21050_21750_63086,23500_21800_22550_77409,22500_21050_22000_79027,22200_20100_20500_60100,20450_18800_19770_44272,20950_19930_20200_49166,23500_21950_23400_194543,22300_19570_19750_155994,20200_19000_19400_37929,18760_16450_16510_112778,17110_13720_13850_90300,15310_13050_14480_65228,16200_14730_16180_61854,17790_15570_17140_58923,19140_17110_18610_83618,18730_18040_18430_44887
케이프_064820,15950_15000_15010_171351,15110_13700_13920_369226,14290_13530_13650_144300,13730_13020_13200_142821,13320_12570_12810_191140,12850_12000_12490_88053,12900_11890_12090_117479,12450_11420_11630_148492,12530_12000_12440_86040,12980_12440_12740_91934,13450_12800_12890_147206,12890_12050_12100_143043,12130_11200_11650_122080,11670_10510_11010_270961,11000_10490_10540_104477,10550_9920_10450_150588,10880_10510_10750_123544,10630_10080_10210_122574,10020_9400_9600_88600,10150_9610_9950_69672,10290_9770_10050_81808,10020_9560_9940_62126,10440_10130_10230_79017,10910_10470_10700_70403,11250_10640_11110_99459,11690_11050_11190_96818,11200_10470_10630_153732,10690_9890_10130_122536,10310_9920_10020_68714,10100_9080_9140_109043,9480_8890_9130_93309,9280_8400_8860_73804,8860_8230_8360_155815,9150_8340_9140_75692,9300_8740_8860_45197,9330_8810_9180_51921,9210_8600_8750_65475,9020_8240_9000_68083,9390_8600_9030_54197,8790_8230_8560_87600,8630_8100_8240_78122,8460_8050_8150_60451,8820_8100_8740_79900,8980_8290_8300_50265,8450_7880_8200_51333,8650_8320_8590_40934,8900_8320_8330_65084,9790_8370_8690_455566,9500_8720_9240_674273,9390_8890_9260_332246,9330_8910_9290_210170,10040_9230_9570_600601,9470_8780_8960_187866,8830_7480_7900_215443,8060_7120_7240_181288,7670_6880_7230_93950,8020_7420_7940_127657,8150_7780_7870_54840,8460_7940_8410_65786,8990_8550_8970_84957
CJ프레시웨이_051500,27750_26300_26650_64985,26850_25000_25400_57209,26300_24600_25700_66301,27050_25700_26850_28571,26900_25500_26000_46539,26200_24750_24900_22808,25000_24250_24800_30166,24700_24000_24150_30639,25100_24000_24200_52735,25050_24250_24850_21507,25300_23850_24050_35194,24000_22700_23300_57466,23350_22200_23000_30756,24050_22050_22850_69444,23350_21750_22100_109649,22800_21300_22800_54845,25950_22400_24450_103980,24450_22850_23700_90406,23450_22000_23050_55442,23600_22350_23350_39339,23700_22800_23450_24249,23900_22900_23600_19145,24550_23350_23700_37541,24750_23650_24350_24296,24750_23850_24300_26377,24600_24000_24550_12337,24500_23900_23950_20798,24700_23150_24200_24978,24050_22700_23100_17799,23300_21650_21800_41044,22150_21050_21750_40075,21950_20500_20500_26864,21300_19800_20000_44942,23200_20000_22750_31536,23050_21750_21900_16820,22600_21650_22600_9669,24150_22100_23300_16430,23700_22750_23300_15336,24300_22700_23000_9410,24150_22550_23850_21121,23850_22650_23050_16103,23000_22050_22250_9738,23100_22200_22650_7103,23700_22550_22950_11423,22950_21600_22300_11309,22650_22150_22400_7800,22950_22100_22700_8392,23150_22100_22600_17002,22500_21700_21750_11982,22500_21650_22050_9003,22550_21800_22250_10568,23000_22100_22300_13223,23100_22100_22200_4678,22300_21600_21950_4833,22450_21000_21950_23175,22900_21650_22400_9148,22700_21800_22550_13067,23500_22300_22550_10244,23150_22550_23150_11534,23400_22850_23250_4497
